"dr_no","date_rptd","date_occ","time_occ","area_id","area_name","rpt_dist_no","crm_cd","crm_cd_desc","mocodes","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","weapon_used_cd","weapon_desc","status","status_desc","crm_cd_1","crm_cd_2","crm_cd_3","crm_cd_4","location","cross_street","location_1","zipcode","neighborhood","tract","neighborhood_council","longitude","latitude","small_bundle_name"
"100701122","2010-10-14 00:00:00","2010-05-05 00:00:00","1730",NULL,"Wilshire",753,946,"OTHER MISCELLANEOUS CRIME","0903",45,"M","H",501,"SINGLE FAMILY DWELLING",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC ","Invest Cont",946,NULL,NULL,NULL,"1300 CURSON AV",NULL,"0101000020E6100000492EFF21FD965DC0910F7A36AB064140",90019,"mid-wilshire","216900",60,"-118.3592","34.0521","miscellaneous crimes"
"101610009","2010-05-02 00:00:00","2010-05-01 00:00:00","2130",NULL,"Foothill",1685,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903 1300 1307 1609",25,"M","O",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"TELFAIR","TUXFORD","0101000020E6100000AA8251499D985DC0696FF085C91C4140",91352,"sun-valley","121900",8,"-118.3846","34.2249","vandalism"
"100809150","2010-05-05 00:00:00","2010-04-28 00:00:00","2330",NULL,"West LA",898,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903",33,"M","H",721,"HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"2900 S ROBERTSON BL",NULL,"0101000020E61000004D158C4AEA985DC0B1506B9A77044140",90034,"mid-city","269700",61,"-118.3893","34.0349","vandalism"
"101411285","2010-04-24 00:00:00","2010-04-24 00:00:00","1100",NULL,"Pacific",1455,946,"OTHER MISCELLANEOUS CRIME","0903",12,"M","O",704,"ELEMENTARY SCHOOL",511,"VERBAL THREAT","IC ","Invest Cont",946,NULL,NULL,NULL,"4900 MCCONNELL AV",NULL,"0101000020E610000057EC2FBB279B5DC0CBA145B6F3FD4040",90066,"del-rey","275302",70,"-118.4243","33.984","miscellaneous crimes"
"101500942","2010-04-24 00:00:00","2010-04-24 00:00:00","1400",NULL,"N Hollywood",1505,946,"OTHER MISCELLANEOUS CRIME","0903 1402",42,"M","H",407,"HARDWARE/BUILDING SUPPLY",NULL,NULL,"IC ","Invest Cont",946,998,NULL,NULL,"11600 SHERMAN WY",NULL,"0101000020E6100000F853E3A59B985DC044FAEDEBC0194140",91605,"sun-valley","122420",23,"-118.3845","34.2012","miscellaneous crimes"
"100708972","2010-04-23 00:00:00","2010-04-23 00:00:00","1100",NULL,"Wilshire",753,946,"OTHER MISCELLANEOUS CRIME","0319 0400 0432 0903 1202",61,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",946,NULL,NULL,NULL,"1300 CURSON AV",NULL,"0101000020E6100000492EFF21FD965DC0910F7A36AB064140",90019,"mid-wilshire","216900",60,"-118.3592","34.0521","miscellaneous crimes"
"100611923","2010-04-22 00:00:00","2010-04-21 00:00:00","0145",NULL,"Hollywood",637,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0305 0416 0417 0429 0903",36,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",230,NULL,NULL,NULL,"HOLLYWOOD","GOWER","0101000020E6100000BF0E9C33A2945DC069006F81040D4140",90028,"hollywood","191000",30,"-118.3224","34.1017","assault with a deadly weapon"
"101112617","2010-05-19 00:00:00","2010-04-21 00:00:00","1000",NULL,"Northeast",1141,946,"OTHER MISCELLANEOUS CRIME","0329 0903",48,"M","W",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",946,NULL,NULL,NULL,"1700 N EDGEMONT ST",NULL,"0101000020E6100000D044D8F0F4925DC0CC5D4BC8070D4140",90027,"los-feliz","189201",36,"-118.2962","34.1018","miscellaneous crimes"
"102109966","2010-04-20 00:00:00","2010-04-20 00:00:00","2130",NULL,"Topanga",2137,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0906 0903",18,"F","W",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"7300 INDEPENDENCE AV",NULL,"0101000020E61000002041F163CCA55DC0E02D90A0F8194140",91303,"canoga-park","134001",13,"-118.5906","34.2029","vandalism"
"100800955","2010-04-19 00:00:00","2010-04-16 00:00:00","1830",NULL,"West LA",882,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903",0,"M","O",203,"OTHER BUSINESS",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"2300 SAWTELLE BL",NULL,"0101000020E61000005C8FC2F5289C5DC0143FC6DCB5044140",90064,"sawtelle","267700",66,"-118.44","34.0368","vandalism"
"101518184","2010-08-22 00:00:00","2010-04-15 00:00:00","1830",NULL,"N Hollywood",1555,946,"OTHER MISCELLANEOUS CRIME","0601 0903 0603 0913 0921",30,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",946,NULL,NULL,NULL,"11100 CAMARILLO ST",NULL,"0101000020E610000007CE1951DA975DC0234A7B832F144140",91601,"north-hollywood","125402",24,"-118.3727","34.1577","miscellaneous crimes"
"100509252","2010-04-12 00:00:00","2010-04-12 00:00:00","1730",NULL,"Harbor",507,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0202 0216 0312 0371 0443 0432 0906 0903 1309 1816",27,"M","B",101,"STREET",511,"VERBAL THREAT","AO ","Adult Other",930,NULL,NULL,NULL,"1400 W 224TH ST",NULL,"0101000020E61000009EEFA7C64B935DC061C3D32B65E94040",90501,"harbor-gateway","293202",91,"-118.3015","33.8234","threats"
"100209616","2010-04-11 00:00:00","2010-04-11 00:00:00","0145",NULL,"Rampart",216,624,"BATTERY - SIMPLE ASSAULT","0416 0903",29,"M","H",207,"BAR/COCKTAIL/NIGHTCLUB",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"ALVARADO","SUNSET","0101000020E6100000BE9F1A2FDD905DC0B515FBCBEE094140",90026,"echo-park","195710",44,"-118.2635","34.0776","assorted assault"
"100209618","2010-04-11 00:00:00","2010-04-11 00:00:00","0145",NULL,"Rampart",216,624,"BATTERY - SIMPLE ASSAULT","0416 0903",25,"M","W",207,"BAR/COCKTAIL/NIGHTCLUB",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"ALVARADO","SUNSET","0101000020E6100000BE9F1A2FDD905DC0B515FBCBEE094140",90026,"echo-park","195710",44,"-118.2635","34.0776","assorted assault"
"101400760","2010-04-11 00:00:00","2010-04-09 00:00:00","1900",NULL,"Pacific",1433,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903",0,"M","W",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"2200 WALGROVE AV",NULL,"0101000020E610000062105839B49C5DC00000000000004140",90066,"venice","273700",68,"-118.4485","34","vandalism"
"100109149","2010-04-09 00:00:00","2010-04-09 00:00:00","1210",NULL,"Central",153,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0400 0903",28,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",930,946,NULL,NULL,"200 W 7TH ST",NULL,"0101000020E6100000F931E6AE25905DC004560E2DB2054140",90014,"downtown","207301",52,"-118.2523","34.0445","threats"
"100408250","2010-04-05 00:00:00","2010-04-03 00:00:00","1900",NULL,"Hollenbeck",448,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0906 0903",39,"F","B",101,"STREET",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"2800 LANCASTER AV",NULL,"0101000020E61000004DF38E53748C5DC0014D840D4F074140",90033,"boyle-heights","203100",NULL,"-118.1946","34.0571","vandalism"
"101409666","2010-03-31 00:00:00","2010-03-31 00:00:00","2100",NULL,"Pacific",1413,624,"BATTERY - SIMPLE ASSAULT","0903",28,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"ROSE AV","4TH ST","0101000020E61000001895D409689E5DC0AB3E575BB1FF4040",90291,"venice","273300",68,"-118.4751","33.9976","assorted assault"
"100209889","2010-04-15 00:00:00","2010-03-31 00:00:00","2330",NULL,"Rampart",201,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0306 0347 0421 0422 0432 0903 0603",53,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",930,NULL,NULL,NULL,"800 N MARIPOSA AV",NULL,"0101000020E61000004260E5D022935DC0A52C431CEB0A4140",90029,"east-hollywood","191500",34,"-118.299","34.0853","threats"
"101409701","2010-03-31 00:00:00","2010-03-31 00:00:00","2100",NULL,"Pacific",1413,624,"BATTERY - SIMPLE ASSAULT","0903",21,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"ROSE AV","4TH ST","0101000020E61000001895D409689E5DC0AB3E575BB1FF4040",90291,"venice","273300",68,"-118.4751","33.9976","assorted assault"
"101910080","2010-04-01 00:00:00","2010-03-31 00:00:00","1800",NULL,"Mission",1918,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0319 0329 0903 1300",47,"M","B",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"13900 SAYRE ST",NULL,"0101000020E6100000F9A067B3EA9B5DC08195438B6C274140",91342,"sylmar","106407",5,"-118.4362","34.308","vandalism"
"102108859","2010-03-31 00:00:00","2010-03-30 00:00:00","1800",NULL,"Topanga",2149,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0311 0329 0903",55,"F","W",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"7100 WINNETKA AV",NULL,"0101000020E6100000068195438BA45DC0E10B93A982194140",91306,"winnetka","134800",14,"-118.571","34.1993","vandalism"
"101008465","2010-03-31 00:00:00","2010-03-30 00:00:00","1700",NULL,"West Valley",1041,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903",0,"M","O",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"6200 CORBIN AV",NULL,"0101000020E6100000EB73B515FBA35DC0567DAEB662174140",91356,"tarzana","139301",17,"-118.5622","34.1827","vandalism"
"101608237","2010-03-28 00:00:00","2010-03-27 00:00:00","2100",NULL,"Foothill",1684,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903 1222",28,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"12000 STRATHERN ST",NULL,"0101000020E6100000B7627FD93D995DC0083D9B559F1B4140",91605,"sun-valley","121802",23,"-118.3944","34.2158","vandalism"
"101608236","2010-03-28 00:00:00","2010-03-27 00:00:00","2100",NULL,"Foothill",1684,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903 1222",27,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"12000 STRATHERN ST",NULL,"0101000020E6100000B7627FD93D995DC0083D9B559F1B4140",91605,"sun-valley","121802",23,"-118.3944","34.2158","vandalism"
"100309638","2010-03-26 00:00:00","2010-03-26 00:00:00","0015",NULL,"Southwest",397,624,"BATTERY - SIMPLE ASSAULT","0429 0444 0903",25,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"MARTIN LUTHER KING JR BL","NORMANDIE AV","0101000020E610000097900F7A36935DC061C3D32B65014140",90037,"exposition-park","231300",772,"-118.3002","34.0109","assorted assault"
"101509174","2010-03-27 00:00:00","2010-03-26 00:00:00","2100",NULL,"N Hollywood",1505,946,"OTHER MISCELLANEOUS CRIME","0903 1402",0,"M","W",407,"HARDWARE/BUILDING SUPPLY",NULL,NULL,"IC ","Invest Cont",946,998,NULL,NULL,"11600 SHERMAN WY",NULL,"0101000020E6100000F853E3A59B985DC044FAEDEBC0194140",91605,"sun-valley","122420",23,"-118.3845","34.2012","miscellaneous crimes"
"100208492","2010-03-21 00:00:00","2010-03-21 00:00:00","1815",NULL,"Rampart",256,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0319 0432 0903 1402",43,"M","H",108,"PARKING LOT",212,"BOTTLE","AA ","Adult Arrest",930,946,998,NULL,"WILSHIRE BL","BURLINGTON AV","0101000020E61000003D0AD7A370915DC048BF7D1D38074140",90057,"westlake","208902",121,"-118.2725","34.0564","threats"
"100208493","2010-03-21 00:00:00","2010-03-21 00:00:00","1815",NULL,"Rampart",256,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0319 0432 0903 1402",48,"M","H",108,"PARKING LOT",212,"BOTTLE","IC ","Invest Cont",930,946,998,NULL,"WILSHIRE BL","BURLINGTON AV","0101000020E61000003D0AD7A370915DC048BF7D1D38074140",90057,"westlake","208902",121,"-118.2725","34.0564","threats"
"101210101","2010-03-20 00:00:00","2010-03-20 00:00:00","1200",NULL,"77th Street",1233,624,"BATTERY - SIMPLE ASSAULT","0416 0903 1251 1259 1808",17,"F","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"WESTERN","SLAUSON","0101000020E6100000006F8104C5935DC0029A081B9EFE4040",90047,"harvard-park","232500",81,"-118.3089","33.9892","assorted assault"
"101607903","2010-03-23 00:00:00","2010-03-19 00:00:00","2200",NULL,"Foothill",1638,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0311 0329 0903 1414",48,"M","B",721,"HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"10600 PLAINVIEW AV",NULL,"0101000020E61000009E5E29CB10935DC05396218E75214140",91042,"tujunga","101110",10,"-118.2979","34.2614","vandalism"
"101400686","2010-03-12 00:00:00","2010-03-12 00:00:00","0240",NULL,"Pacific",1431,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 0903 1218 9999 2004",50,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",230,NULL,NULL,NULL,"WINDWARD AV","PACIFIC AV","0101000020E6100000A779C7293A9E5DC02D211FF46CFE4040",90291,"venice","273502",68,"-118.4723","33.9877","assault with a deadly weapon"
"101908542","2010-03-11 00:00:00","2010-03-11 00:00:00","1225",NULL,"Mission",1962,624,"BATTERY - SIMPLE ASSAULT","0416 0903",13,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"15300 PLUMMER ST",NULL,"0101000020E61000000BB5A679C79D5DC002BC0512141F4140",91343,"north-hills","117102",112,"-118.4653","34.2428","assorted assault"
"102107857","2010-03-12 00:00:00","2010-03-11 00:00:00","1445",NULL,"Topanga",2133,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0311 0329 0903",46,"F","F",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"7700 JASON AV",NULL,"0101000020E6100000E9263108ACA85DC0FB5C6DC5FE1A4140",91304,"west-hills","134423",11,"-118.6355","34.2109","vandalism"
"100907722","2010-03-09 00:00:00","2010-03-09 00:00:00","1200",NULL,"Van Nuys",923,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0903",37,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"AA ","Adult Arrest",930,NULL,NULL,NULL,"14900 GILMORE ST",NULL,"0101000020E6100000E17A14AE479D5DC00000000000184140",91411,"van-nuys","127806",20,"-118.4575","34.1875","threats"
"101908480","2010-03-10 00:00:00","2010-03-09 00:00:00","2230",NULL,"Mission",1924,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903",26,"M","H",101,"STREET",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"14800 HUBBARD ST",NULL,"0101000020E6100000E2E995B20C9D5DC03F575BB1BF244140",91342,"sylmar","106649",5,"-118.4539","34.2871","vandalism"
"151523885","2015-12-27 00:00:00","2010-03-01 00:00:00","1200",NULL,"N Hollywood",1557,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD","0913 0903 1907 1912 1402",36,"M","W",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","AO ","Adult Other",956,998,NULL,NULL,"5000 DENNY AV",NULL,"0101000020E61000002C6519E258975DC0226C787AA5144140",91601,"north-hollywood","125501",24,"-118.3648","34.1613","lewd conduct"
"102007788","2010-02-25 00:00:00","2010-02-25 00:00:00","0930",NULL,"Olympic",2027,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0319 0329 0903 1222",30,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"500 S NORMANDIE AV",NULL,"0101000020E6100000FAEDEBC039935DC04694F6065F084140",90020,"koreatown","211803",55,"-118.3004","34.0654","vandalism"
"100106830","2010-02-24 00:00:00","2010-02-24 00:00:00","0900",NULL,"Central",111,624,"BATTERY - SIMPLE ASSAULT","0400 0903",17,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"CESAR E CHAVEZ","GRAND AV","0101000020E6100000A4DFBE0E9C8F5DC09D11A5BDC1074140",90012,"downtown","207101",46,"-118.2439","34.0606","assorted assault"
"100106680","2010-02-20 00:00:00","2010-02-20 00:00:00","1700",NULL,"Central",152,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0903",36,"M","W",738,"LIBRARY",NULL,NULL,"AA ","Adult Arrest",930,NULL,NULL,NULL,"600 W 5TH ST",NULL,"0101000020E6100000C74B378941905DC02D211FF46C064140",90071,"downtown","207710",52,"-118.254","34.0502","threats"
"101606374","2010-02-20 00:00:00","2010-02-19 00:00:00","1600",NULL,"Foothill",1637,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903 1402",0,"M","O",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",NULL,NULL,"IC ","Invest Cont",740,946,998,NULL,"10600 ORO VISTA AV",NULL,"0101000020E610000039D6C56D34945DC0B6F3FDD478214140",91040,"sunland","103102",10,"-118.3157","34.2615","vandalism"
"101706823","2010-02-20 00:00:00","2010-02-19 00:00:00","1300",NULL,"Devonshire",1756,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903",32,"M","W",719,"MEDICAL/DENTAL OFFICES",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"17100 DEVONSHIRE ST",NULL,"0101000020E61000003108AC1C5AA05DC08CB96B09F9204140",91325,"granada-hills","111301",118,"-118.5055","34.2576","vandalism"
"101406987","2010-02-16 00:00:00","2010-02-16 00:00:00","1535",NULL,"Pacific",1454,450,"THEFT FROM PERSON - ATTEMPT","0337 0359 0432 0903",43,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",450,NULL,NULL,NULL,"MCCONNELL","WALSH","0101000020E61000002C6519E2589B5DC09FABADD85FFE4040",90066,"del-rey","275311",70,"-118.4273","33.9873","theft from person"
"100600607","2010-02-17 00:00:00","2010-02-16 00:00:00","2240",NULL,"Hollywood",636,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0416 0903 0906",28,"M","W",108,"PARKING LOT",303,"BRASS KNUCKLES","IC ","Invest Cont",230,NULL,NULL,NULL,"1700 N CAHUENGA BL",NULL,"0101000020E61000000C022B8716955DC005A3923A010D4140",90028,"hollywood","190700",32,"-118.3295","34.1016","assault with a deadly weapon"
"101906884","2010-02-15 00:00:00","2010-02-14 00:00:00","1700",NULL,"Mission",1934,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903",0,"M","O",141,"CEMETARY*",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"11500 SEPULVEDA BL",NULL,"0101000020E6100000B515FBCBEE9D5DC097FF907EFB224140",91345,"mission-hills","109100",101,"-118.4677","34.2733","vandalism"
"101806429","2010-02-13 00:00:00","2010-02-12 00:00:00","1535",NULL,"Southeast",1863,624,"BATTERY - SIMPLE ASSAULT","0416 0903 1258",12,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"115TH ST","AVALON BL","0101000020E61000008CB96B09F9905DC03B014D840DF74040",90061,"green-meadows","241001",90,"-118.2652","33.9301","assorted assault"
"101706313","2010-02-11 00:00:00","2010-02-09 00:00:00","1600",NULL,"Devonshire",1708,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0311 0329 0903",0,"M","W",203,"OTHER BUSINESS",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"16500 RINALDI ST",NULL,"0101000020E610000033C4B12E6E9F5DC088855AD3BC234140",91344,"granada-hills","106646",4,"-118.4911","34.2792","vandalism"
"101907882","2010-03-02 00:00:00","2010-02-01 00:00:00","1200",NULL,"Mission",1934,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903",0,"M","O",710,"OTHER PREMISE",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"11500 SEPULVEDA BL",NULL,"0101000020E6100000B515FBCBEE9D5DC097FF907EFB224140",91345,"mission-hills","109100",101,"-118.4677","34.2733","vandalism"
"100105876","2010-02-05 00:00:00","2010-01-28 00:00:00","1215",NULL,"Central",166,624,"BATTERY - SIMPLE ASSAULT","0400 0416 0417 0903",47,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",624,NULL,NULL,NULL,"6TH","SAN JULIAN","0101000020E6100000AB3E575BB18F5DC0764F1E166A054140",90014,"downtown","206300",52,"-118.2452","34.0423","assorted assault"
"100606521","2010-02-04 00:00:00","2010-01-28 00:00:00","0430",NULL,"Hollywood",645,946,"OTHER MISCELLANEOUS CRIME","0903",26,"M","W",101,"STREET",NULL,NULL,"IC ","Invest Cont",946,NULL,NULL,NULL,"7000 LANEWOOD AV",NULL,"0101000020E6100000AEB6627FD9955DC0B1E1E995B20C4140",90028,"hollywood","190100",32,"-118.3414","34.0992","miscellaneous crimes"
"100704972","2010-01-21 00:00:00","2010-01-21 00:00:00","2255",NULL,"Wilshire",724,624,"BATTERY - SIMPLE ASSAULT","0421 0903 1402",28,"M","W",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,998,NULL,NULL,"100 THE GROVE DR",NULL,"0101000020E610000026E4839ECD965DC0E09C11A5BD094140",90036,"fairfax","214501",58,"-118.3563","34.0761","assorted assault"
"100200526","2010-01-20 00:00:00","2010-01-20 00:00:00","0930",NULL,"Rampart",245,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0311 0319 0329 0603 0903",38,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"400 GRAND VIEW ST",NULL,"0101000020E6100000AF25E4839E915DC0F2D24D6210084140",90057,"westlake","208801",54,"-118.2753","34.063","vandalism"
"100310962","2010-04-12 00:00:00","2010-01-20 00:00:00","0900",NULL,"Southwest",317,354,"THEFT OF IDENTITY","0903",62,"M","H",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",354,NULL,NULL,NULL,"2500 S RAYMOND AV",NULL,"0101000020E6100000D7A3703D0A935DC007F0164850044140",90007,"adams-normandie","221601",771,"-118.2975","34.0337","identity theft"
"100700552","2010-01-16 00:00:00","2010-01-16 00:00:00","0240",NULL,"Wilshire",758,624,"BATTERY - SIMPLE ASSAULT","0400 0416 0903",20,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"PICO BL","VICTORIA AV","0101000020E610000054742497FF945DC0A01A2FDD24064140",90019,"mid-city","212800",104,"-118.3281","34.048","assorted assault"
"101900518","2010-01-09 00:00:00","2010-01-09 00:00:00","0100",NULL,"Mission",1958,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903 1402",0,"M","O",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",NULL,NULL,"IC ","Invest Cont",745,946,998,NULL,"14100 VAN NUYS BL",NULL,"0101000020E6100000711B0DE02D9C5DC0E3361AC05B204140",91331,"arleta","119201",6,"-118.4403","34.2528","vandalism"
"101604392","2010-01-09 00:00:00","2010-01-09 00:00:00","0001",NULL,"Foothill",1601,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0311 0329 0903 1414",59,"M","O",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"12900 VAUGHN ST",NULL,"0101000020E6100000F5DBD781739A5DC04D158C4AEA244140",91340,"pacoima","104201",7,"-118.4133","34.2884","vandalism"
